guid,title,description,venue,url,published_at,updated_at
bfcd985ef37e969e6319303b359861be,"In the dead of night, the Moulin Rouge windmill loses its sails","The windmill has sat atop Paris’s Moulin Rouge cabaret for more than a century. No one was injured in the incident, and it’s not clear what caused the collapse.",Washington Post,https://www.washingtonpost.com/world/2024/04/25/moulin-rouge-windmill-paris-sails-collapse/,2024-04-25 09:36:21+00,2024-04-26 20:03:03.413556+00
3f802dd0902709c8c334bd926d2ea38a,"Biden signs bill that includes funding for Israel, aid for Gaza","Biden has signed a $95 billion foreign aid bill, which includes $26 billion for Israel and humanitarian aid for Gaza and other places.",Washington Post,https://www.washingtonpost.com/world/2024/04/24/israel-hamas-war-news-gaza-palestine/,2024-04-24 23:27:41+00,2024-04-26 20:03:03.42304+00
0226952ea996965db0e2c0f3a4620d46,Israeli American hostage appears to be alive in new Hamas video,"The parents of Hersh Goldberg-Polin said in a statement that watching the video was “overwhelming,” but they were relieved to see that he may still be alive.",Washington Post,https://www.washingtonpost.com/world/2024/04/24/israel-hostage-hersh-polin-goldberg-hamas-gaza/,2024-04-24 21:34:43+00,2024-04-26 20:03:03.432599+00
a01e5047af1c319a56dab9ffdcf45a4f,U.S. unveils $1 billion Ukraine weapons package,"The Biden administration also disclosed it had secretly delivered long-range ATACMS missiles to Ukraine, which were used to target a Russian airfield in Crimea.",Washington Post,https://www.washingtonpost.com/national-security/2024/04/24/biden-us-weapons-ukraine/,2024-04-24 20:42:14+00,2024-04-26 20:03:03.442282+00
ae2b2aba7fcf78b2c94f98e950e3c447,Blinken will urge China to stop sending military supplies to Russia,"The U.S. secretary of state is on his second visit to China in a year, but progress on issues including Ukraine and sparring in the South China Sea will be hard to make.",Washington Post,https://www.washingtonpost.com/national-security/2024/04/24/blinken-china-visit-russia-ukraine/,2024-04-24 08:38:33+00,2024-04-26 20:03:03.450103+00
216aef254ca6d23180bf2c00fd71cc1b,What to know about TikTok owner ByteDance as Congress approves possible ban,"The bill would give TikTok’s parent company, ByteDance, roughly nine months to sell the platform or see it banned from Apple and Google app stores in the U.S.",Washington Post,https://www.washingtonpost.com/world/2024/03/13/who-is-tiktok-owner-bytedance/,2024-04-24 06:08:17+00,2024-04-26 20:03:03.461344+00
b2ef0714ef7db35ec6e727d9be8f549f,The U.S. could ban TikTok. These countries have blocked or restricted it.,"Governments around the world have banned or restricted access to TikTok, with many citing a range of privacy and security concerns with its China-based ownership.",Washington Post,https://www.washingtonpost.com/world/2024/03/13/tiktok-ban-countries-restrictions/,2024-04-24 03:40:54+00,2024-04-26 20:03:03.474039+00
dbf926d2f56fbe33d9bcc5e09f23e56d,"Sarah Blagden, oncologist: ‘We should eventually have a vaccine that you get at age 40 that protects you from cancer’","The University of Oxford researcher is testing a revolutionary injection to prevent the appearance of lung cancer, the most common and deadly form of the disease",El Pais,https://english.elpais.com/health/2024-04-23/sarah-blagden-oncologist-we-should-eventually-have-a-vaccine-that-you-get-at-age-40-that-protects-you-from-cancer.html,2024-04-23 16:40:18+00,2024-04-27 01:32:44.718488+00
6430827e1818d427354bbfee9fe56355,Blinken set to meet Chinese leaders as superpowers manage rivalry,"Relations have improved since Blinken’s 10 months ago, enabling the world’s two biggest economies to manage their tense and interdependent relationship.",Washington Post,https://www.washingtonpost.com/world/2024/04/25/blinken-china-wang-yi-beijing/,2024-04-25 22:00:55+00,2024-04-26 20:03:03.484322+00
00d44a193934cb237f805feae62b5f7e,Mortar attack on Gaza coast spotlights risk to U.S. pier mission,"Assembly of the floating pier has begun several miles off Gaza, and aid delivery is expected to start within days, U.S. officials said.",Washington Post,https://www.washingtonpost.com/national-security/2024/04/25/gaza-floating-pier/,2024-04-25 23:26:43+00,2024-04-26 20:03:03.495148+00
dcf52657289cf1812c8680958aaf7e5d,"As Gaza cease-fire talks resume, the coming fight for Rafah looms large",Washington has said it cannot support a major military operation in Rafah. Israeli officials have described the coming campaign as essential to defeating Hamas.,Washington Post,https://www.washingtonpost.com/world/2024/04/26/rafah-gaza-israel-hostages-ceasefire/,2024-04-26 14:00:19+00,2024-04-26 20:03:03.503695+00
cbf3760b2bd2f5558d82c6d7d3a0ce42,"King Charles to ease back into public role, three months after cancer diagnosis",Britain’s King Charles III will resume public engagements starting with a visit to a cancer-treatment center on Tuesday.,Washington Post,https://www.washingtonpost.com/world/2024/04/26/king-charles-public-appearances-cancer/,2024-04-26 17:01:40+00,2024-04-26 20:03:03.51171+00
fe4df0487efc0e0120efd720f408ead0,The Dream of Fed Rate Cuts Is Slipping Away,"Investors are backing away from expectations that the central bank can reduce rates in coming months, hitting markets.",WSJ,https://www.wsj.com/articles/the-dream-of-fed-rate-cuts-is-slipping-away-55903ca5,2024-04-25 19:41:00+00,2024-04-26 20:03:03.519359+00
a1fa4da774aabb7135d136ed91a6788d,Hamas's Hostage-Video Release Aims to Head Off Rafah Assault,"Hamas is racing to prevent an imminent Israeli military operation in Rafah, ramping up an insurgency in Gaza and deploying its most decisive advantage—sympathy for dozens of hostages.",WSJ,https://www.wsj.com/articles/hamass-hostage-video-release-aims-to-head-off-rafah-assault-b3a176f7,2024-04-25 18:35:00+00,2024-04-26 20:03:03.538484+00
2bd9a187a816c1dd290a13fb1bb8c322,On Presidential Immunity (Trump Included),"The Supreme Court must consider the Presidency, not merely the fate of one former President.",WSJ,https://www.wsj.com/articles/donald-trump-v-u-s-supreme-court-jack-smith-presidential-immunity-ad0b5ff0,2024-04-24 21:46:00+00,2024-04-26 20:03:03.548051+00
d64519276061dd00f834a35e1269060c,Some Anti-Israel Protesters Are Paid,Rockefeller and Soros grants are subsidizing those who disrupt college campuses.,WSJ,https://www.wsj.com/articles/some-anti-israel-protesters-are-paid-soros-rockefeller-funding-activism-hamas-fba26c20,2024-04-24 18:52:00+00,2024-04-26 20:03:03.558353+00
a3c510e8d01237e301c110a00483069d,What's at Stake in the Trump Immunity Case,"Under Jack Smith’s theory, Lincoln, Truman, Clinton and Biden could all have ended up in the dock.",WSJ,https://www.wsj.com/articles/whats-at-stake-in-the-trump-immunity-case-president-supreme-court-1f00dc9c,2024-04-24 21:21:00+00,2024-04-26 20:03:03.567941+00
73b6f4658b7281e83bdc2af90f6aa98d,Weinstein Sex-Crimes Conviction Thrown Out by New York High Court,"The court ruled the disgraced film producer didn’t receive a fair trial, ordering new proceedings in landmark #MeToo case.",WSJ,https://www.wsj.com/articles/harvey-weinstein-sex-crimes-conviction-thrown-out-by-new-york-high-court-46d4a890,2024-04-25 20:30:00+00,2024-04-26 20:03:03.586501+00
d3bab1aa40c6f2545f3495a32ca10a68,"Google Sales Accelerate as Ad, Cloud Businesses Hold Up Amid Costly AI Push","Parent company Alphabet reported $80.5 billion in first-quarter revenue, a 15% increase from a year earlier, as the company said it plans to pay a cash dividend to investors for the first time.",WSJ,https://www.wsj.com/articles/alphabet-googl-q1-earnings-report-2024-41c13007,2024-04-25 20:26:00+00,2024-04-26 20:03:03.600877+00
bf39531033d7f78150b7ab0ef603370c,"Tech, Media & Telecom Roundup: Market Talk","Gain insight on ,T-Mobile, Imax, Rogers Communications, and more in the latest Market Talks covering Technology, Media and Telecom.",WSJ,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-f4376a81,2024-04-25 21:15:00+00,2024-04-26 20:03:03.622012+00
fef62b837f08dc46dbe8e9f96b02842b,Auto & Transport Roundup: Market Talk,"Gain insight on O’Reilly Automotive, Mullen Group, Bombardier, and more in the latest Market Talks covering the Auto and Transport sector.",WSJ,https://www.wsj.com/articles/auto-transport-roundup-market-talk-7d934651,2024-04-25 21:04:00+00,2024-04-26 20:03:03.639834+00
5e0c65d9cef6de12b9fb685eb44d3232,Financial Services Roundup: Market Talk,"Find insights on high mortgage rates, SPDR Gold, Toronto-Dominion Bank’s U.S. retail arm, and more in the latest Market Talks covering Financial Services.",WSJ,https://www.wsj.com/articles/financial-services-roundup-market-talk-5882258d,2024-04-25 20:58:00+00,2024-04-26 20:03:03.64888+00
60cd7ba20986a0d17c2399a6c47d3372,"Mix of Slowing Growth, Firm Inflation Worries Investors",Another high inflation reading will continue to make it difficult for the Fed to cut rates in the near term.,WSJ,https://www.wsj.com/articles/us-gdp-economy-first-quarter-2024-1675df05,2024-04-25 20:52:00+00,2024-04-26 20:03:03.658418+00
b1558ba154632b744fa3169c4444415a,"Stocks, Bonds Tumble After Economic Data Release","Slowing growth, stubborn inflation drive a broad-based decline in shares.",WSJ,https://www.wsj.com/articles/global-stocks-markets-dow-news-04-25-2024-3ad8e212,2024-04-25 20:47:00+00,2024-04-26 20:03:03.667334+00
843e03a96285d8e4c1b0c9e04707ba0e,Alvin Bragg Wants the 2016 Election on Trial,Prosecutors are trying to spin a bookkeeping charge as a vast Trump election conspiracy.,WSJ,https://www.wsj.com/articles/donald-trump-alvin-bragg-manhattan-trial-2020-election-michael-colangelo-6c5ca163,2024-04-25 21:56:00+00,2024-04-26 20:03:03.675821+00
560a0b78fa31fad99624e7ceb7a64c2b,U.S. Begins Construction of Gaza Pier as Rafah Invasion Looms,"More humanitarian aid could reach the enclave’s north via the floating pier, including if a planned Israeli ground offensive disrupts deliveries in the south.",WSJ,https://www.wsj.com/articles/u-s-to-begin-construction-of-gaza-pier-as-rafah-invasion-looms-df1368b6,2024-04-25 21:47:00+00,2024-04-26 20:03:03.686564+00
701a29418f4ef4f6b210a2519116c31a,A GDP Warning as Signs of Stagflation Appear,Slower growth and persistent inflation explain why voters feel glum about the economy.,WSJ,https://www.wsj.com/articles/gdp-economy-growth-stagflation-federal-reserve-biden-administration-703bec78,2024-04-25 21:43:00+00,2024-04-26 20:03:03.694619+00
e200261b68817233e89a7be32aa843bf,"New Haitian Transition Council Takes Office, but Long Road Awaits",Former Prime Minister Ariel Henry formally resigned after a nearly three-year rule marked by escalating violence.,WSJ,https://www.wsj.com/articles/haitian-prime-minister-ariel-henry-resigns-59226b69,2024-04-25 21:35:00+00,2024-04-26 20:03:03.712718+00
79ae311a76ac2996050e00472d06f376,"Trump Attorneys Say Tabloid Publisher Supported Former President for Business, Not Votes",The cross examination of the prosecution’s first witness came after the publisher outlined a secret agreement with Trump and lawyer Michael Cohen to buy up negative stories about the former president.,WSJ,https://www.wsj.com/articles/trump-attorneys-say-tabloid-publisher-supported-former-president-for-business-not-votes-ae4f678a,2024-04-25 21:29:00+00,2024-04-26 20:03:03.735092+00
4e6c293fd717a3f2c5a5d4344e148744,Harvey Weinstein's Conviction Overturned: Where Is He Now and What's Next?,New York high court’s reversal of rape conviction dealt an unexpected blow to yearslong efforts to hold the former Hollywood producer accountable for alleged sexual misdeeds.,WSJ,https://www.wsj.com/articles/harvey-weinstein-conviction-overturned-whats-next-059ebd6b,2024-04-25 22:27:00+00,2024-04-26 20:03:03.770977+00
d228573e9545e68999cd3f59a6da5050,Energy & Utilities Roundup: Market Talk,"Gain insight on natural gas, Repsol, and more in the latest Market Talks covering Energy and Utilities.",WSJ,https://www.wsj.com/articles/energy-utilities-roundup-market-talk-1b3ca1f2,2024-04-25 21:24:00+00,2024-04-26 20:03:03.781213+00
bcc5ba6e503236b652ffd19111f9f68f,Basic Materials Roundup: Market Talk,"Gain insight on copper futures, BASF, Anglo American’s copper assets, and more in the latest Market Talks covering Basic Materials.",WSJ,https://www.wsj.com/articles/basic-materials-roundup-market-talk-84ba2623,2024-04-25 21:20:00+00,2024-04-26 20:03:03.789691+00
081d3b4035e6cec5eba14350ce6995fe,Microsoft CEO to Visit Southeast Asia With AI on Agenda,"Microsoft CEO Satya Nadella will meet officials in Indonesia, Thailand and Malaysia next week, with AI on the agenda at a time when the U.S. technology titan is betting on generative AI as a long-term engine of growth.",WSJ,https://www.wsj.com/articles/microsoft-ceo-to-visit-southeast-asia-with-ai-on-agenda-8e7a67f4,2024-04-26 02:30:00+00,2024-04-26 20:03:03.81868+00
dfe64148c4f048d5d22c798be4cb5562,The World's Biggest Election Is Also Its Hottest,"As India’s elections get under way, candidates will need to beat something more perilous than their political rivals—the extreme heat.",WSJ,https://www.wsj.com/articles/the-worlds-biggest-election-is-also-its-hottest-ac1a7cb7,2024-04-26 03:00:00+00,2024-04-26 20:03:03.826844+00
818f9681f62f8a81523a7476178c0fbc,"Anglo American is considering a sale of its De Beers diamond unit, according to people familiar with the matter.","Anglo American is considering a sale of its De Beers diamond unit, according to people familiar with the matter.",WSJ,https://www.wsj.com/business/anglo-considers-sale-of-diamond-unit-de-beers-7f794d47,2024-04-26 02:49:00+00,2024-04-26 20:03:03.835861+00
e9e478190dd731b59c3a1149132ecfd3,Unilever backed its full-year guidance after reporting better-than-expected revenue for the first-quarter on higher volumes.,Unilever backed its full-year guidance after reporting better-than-expected revenue for the first-quarter on higher volumes.,WSJ,https://www.wsj.com/business/retail/unilever-backs-guidance-as-turnover-beats-forecast-bf96bdc5,2024-04-26 02:49:00+00,2024-04-26 20:03:03.844372+00
2cc9638c9cd287410de68205d6adba0e,"The NBA is advancing toward a series of major media deals, with Amazon and Google's YouTube vying for a new streaming package.","The NBA is advancing toward a series of major media deals, with Amazon and Google’s YouTube vying for a new streaming package.",WSJ,https://www.wsj.com/business/media/nba-tv-rights-talks-heat-up-with-amazon-youtube-vying-to-air-games-6741e60a,2024-04-26 02:49:00+00,2024-04-26 20:03:03.85192+00
44cbcb93783dee08769f917fe4d4e2af,"Microsoft's profit rose last quarter as AI bolstered demand for its software and cloud services, prompting the company to spend heavily on infrastructure to accommodate the appetite for the technology.","Microsoft’s profit rose last quarter as AI bolstered demand for its software and cloud services, prompting the company to spend heavily on infrastructure to accommodate the appetite for the technology.",WSJ,https://www.wsj.com/tech/microsoft-msft-q3-earnings-report-2024-212089b1,2024-04-26 02:49:00+00,2024-04-26 20:03:03.859751+00
65405aacda404c154be946195b4fb7ae,"Google's parent said quarterly profit jumped and it announced its first cash dividend, sending its stock soaring after months of scrutiny over an expensive push in artificial intelligence.","Google’s parent said quarterly profit jumped and it announced its first cash dividend, sending its stock soaring after months of scrutiny over an expensive push in artificial intelligence.",WSJ,https://www.wsj.com/business/earnings/alphabet-googl-q1-earnings-report-2024-41c13007,2024-04-26 02:49:00+00,2024-04-26 20:03:03.873388+00
e84651e3c99051136b77a1e37017abb1,"The S&P 500, Dow and Nasdaq fell 0.5%, 1% and 0.6%, respectively. The yield on the 10-year Treasury note jumped to 4.706%.","The S&amp;P 500, Dow and Nasdaq fell 0.5%, 1% and 0.6%, respectively. The yield on the 10-year Treasury note jumped to 4.706%.",WSJ,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-25-2024-3ad8e212,2024-04-26 02:49:00+00,2024-04-26 20:03:03.887473+00
3b5b3bbfd6ad32666eb03e140105db3e,"The U.S. economy grew at a sharply slower pace in the first quarter and inflation topped Wall Street's expectations, dimming investor hopes for a quick Fed rate cut and sending the stock and bond markets down.","The U.S. economy grew at a sharply slower pace in the first quarter and inflation topped Wall Street’s expectations, dimming investor hopes for a quick Fed rate cut and sending the stock and bond markets down.",WSJ,https://www.wsj.com/economy/central-banking/us-gdp-economy-first-quarter-2024-1675df05,2024-04-26 02:49:00+00,2024-04-26 20:03:03.905461+00
f1efaca3dba421a268a14756cbb204f6,The Biden administration issued new rules that crack down on power-plant pollution and could force many coal plants to close unless they make costly upgrades.,The Biden administration issued new rules that crack down on power-plant pollution and could force many coal plants to close unless they make costly upgrades.,WSJ,https://www.wsj.com/us-news/climate-environment/new-epa-emissions-rules-squeeze-coal-plants-69f7dfc4,2024-04-26 02:48:00+00,2024-04-26 20:03:03.919048+00
1766aab40ee0c39cbacf75f7c7b78ca7,U.S. troops began assembling a floating pier off the Gaza coast as part of an effort to open new conduits for the delivery of humanitarian aid to the enclave.,U.S. troops began assembling a floating pier off the Gaza coast as part of an effort to open new conduits for the delivery of humanitarian aid to the enclave.,WSJ,https://www.wsj.com/world/middle-east/u-s-to-begin-construction-of-gaza-pier-as-rafah-invasion-looms-df1368b6,2024-04-26 02:48:00+00,2024-04-26 20:03:03.929394+00
4773ba6c1dd66c38e10a7e72c85ab913,New York's highest court in a divided ruling overturned disgraced Hollywood producer Harvey Weinstein's 2020 rape conviction.,New York’s highest court in a divided ruling overturned disgraced Hollywood producer Harvey Weinstein’s 2020 rape conviction.,WSJ,https://www.wsj.com/us-news/harvey-weinstein-sex-crimes-conviction-thrown-out-by-new-york-high-court-46d4a890,2024-04-26 02:48:00+00,2024-04-26 20:03:03.939154+00
b381e16d4127bab12b19e7220effb0b4,New York's highest court in a divided ruling overturned disgraced Hollywood producer Harvey Weinstein's 2020 rape conviction.,New York’s highest court in a divided ruling overturned disgraced Hollywood producer Harvey Weinstein’s 2020 rape conviction.,WSJ,https://www.wsj.com/us-news/harvey-weinstein-sex-crimes-conviction-thrown-out-by-new-york-high-court-46d4a890,2024-04-26 04:01:00+00,2024-04-26 20:03:03.951922+00
fa9d1cd09a8e3753e1ad2779f002a2c9,"The Supreme Court, hearing a last-ditch appeal from Trump, appeared open to granting some level of immunity to protect former presidents from being prosecuted for alleged crimes committed while in office.","The Supreme Court, hearing a last-ditch appeal from Trump, appeared open to granting some level of immunity to protect former presidents from being prosecuted for alleged crimes committed while in office.",WSJ,https://www.wsj.com/us-news/law/donald-trump-immunity-supreme-court-case-b89f1519,2024-04-26 04:01:00+00,2024-04-26 20:03:03.96095+00
12906109c78bd4ae58e458d4a13077bb,The Biden administration is consolidating approval authority over big power-grid projects to accelerate upgrades and provide access to a gusher of new clean-energy projects.,The Biden administration is consolidating approval authority over big power-grid projects to accelerate upgrades and provide access to a gusher of new clean-energy projects.,WSJ,https://www.wsj.com/politics/policy/energy-department-gets-power-over-big-grid-projects-3865d42d,2024-04-26 04:01:00+00,2024-04-26 20:03:03.969514+00
367fe55d778cd90cdd0ef7aa3327d90d,"The Supreme Court, hearing a last-ditch appeal from Trump, appeared open to granting some level of immunity to protect former presidents from being prosecuted for alleged crimes committed while in office.","The Supreme Court, hearing a last-ditch appeal from Trump, appeared open to granting some level of immunity to protect former presidents from being prosecuted for alleged crimes committed while in office.",WSJ,https://www.wsj.com/us-news/law/donald-trump-immunity-supreme-court-case-b89f1519,2024-04-26 04:01:00+00,2024-04-26 20:03:03.977387+00
4d1ca38a19b7ac80b7f15e8eb917caa4,ByteDance Says It Won't Sell U.S. TikTok Business,"Beijing-based ByteDance said in a post on Toutiao, a media platform it owns, that foreign-media reports that it is exploring the sale of TikTok “are untrue.”",WSJ,https://www.wsj.com/articles/bytedance-says-it-wont-sell-u-s-tiktok-business-61f43079,2024-04-26 05:58:00+00,2024-04-26 20:03:03.986287+00
1b1d7ffc943a27a722de1fb2039a18f8,What Abortion Rights Activists Are Reading,Reproductive justice activists have long planned for the end of Roe.,Al Jazeera,https://www.ajplus.net/stories/article-what-abortion-rights-activists-are-reading,2022-05-10 19:25:00+00,2024-04-26 14:02:51.158244+00
92ca50f8603a0e2d26d8dfc38d77408f,U.S. troops began assembling a floating pier off the Gaza coast as part of an effort to open new conduits for the delivery of humanitarian aid to the enclave.,U.S. troops began assembling a floating pier off the Gaza coast as part of an effort to open new conduits for the delivery of humanitarian aid to the enclave.,WSJ,https://www.wsj.com/world/middle-east/u-s-to-begin-construction-of-gaza-pier-as-rafah-invasion-looms-df1368b6,2024-04-26 04:01:00+00,2024-04-26 20:03:03.995788+00
81e6bbdd70e41372ce4ca9361327f47f,The Biden administration issued new rules that crack down on power-plant pollution and could force many coal plants to close unless they make costly upgrades.,The Biden administration issued new rules that crack down on power-plant pollution and could force many coal plants to close unless they make costly upgrades.,WSJ,https://www.wsj.com/us-news/climate-environment/new-epa-emissions-rules-squeeze-coal-plants-69f7dfc4,2024-04-26 04:01:00+00,2024-04-26 20:03:04.006675+00
7768b8025b617e2571f7f3115bc23bb1,Traton First Quarter Beats Forecasts Despite European Slowdown,"Traton posted above-forecast results for the first quarter, thanks to stronger pricing and market growth in South America and despite slower momentum in Europe.",WSJ,https://www.wsj.com/articles/traton-sales-beat-forecasts-on-better-pricing-south-america-growth-e7a71775,2024-04-26 07:03:00+00,2024-04-26 20:03:04.015023+00
6812df701d2e32da49b8b51e2219d3e6,TotalEnergies Plans $2 Billion Buyback After Profit Beat,TotalEnergies reported higher-than-expected profits in the first three months of the year and said it would buy back $2 billion of shares this quarter.,WSJ,https://www.wsj.com/articles/totalenergies-to-buy-back-2-bln-of-shares-after-net-profit-rises-03d9b28a,2024-04-26 06:43:00+00,2024-04-26 20:03:04.023221+00
424f909e14b587289e91c05fba927d7c,Google and Microsoft Cushion Their AI Capital Pains,Record-high capital expenditures come as both core businesses are performing well.,WSJ,https://www.wsj.com/articles/google-and-microsoft-cushion-their-ai-capital-pains-aa68e661,2024-04-26 09:00:00+00,2024-04-26 20:03:04.03143+00
68690daee12026c27c1d623e8a42b386,Campaigning Biden and Court-Bound Trump Collide in New York,"After a week of trading distant jabs, the 2024 rivals are expected to be just a few miles apart in Manhattan.",WSJ,https://www.wsj.com/articles/campaigning-biden-and-court-bound-trump-collide-in-new-york-c05a37a9,2024-04-26 09:00:00+00,2024-04-26 20:03:04.047256+00
20ec3b2aef6557b990267a626a8d47ff,"Look Who's Chatty: Bill Belichick, Breakout Star of the NFL Draft",The exiled Patriots coach joins Pat McAfee—and doesn’t hold back on his concerns about the incoming talent.,WSJ,https://www.wsj.com/articles/bill-belichick-nfl-draft-pat-mcafee-ed393a7f,2024-04-26 09:30:00+00,2024-04-26 20:03:04.058406+00
95147bc183e6f268ce1d7a15aad7061b,Blinken Meets With Xi as U.S. Pressures China to End Support for Russia,Secretary of State Antony Blinken met with Chinese leader Xi Jinping as the U.S. urged Beijing to cut back on his nation’s extensive support for Russia’s defense industry.,WSJ,https://www.wsj.com/articles/blinken-meets-with-xi-as-u-s-pressures-china-to-end-support-for-russia-96e831e0,2024-04-26 09:23:00+00,2024-04-26 20:03:04.067625+00
c3104581509a7fa150c16243510fcc8b,"Egypt Sends Negotiators to Israel, Fearing Time Is Running Out for Rafah",Cairo’s intelligence chief is leading effort to spur a new Gaza cease-fire proposal and stave off an invasion of the crowded border city.,WSJ,https://www.wsj.com/articles/egypt-sends-negotiators-to-israel-fearing-time-is-running-out-for-rafah-91624dd4,2024-04-26 09:22:00+00,2024-04-26 20:03:04.076412+00
ef54195e7309b9275a6a2157da08a33c,Anglo Can Afford to Be Coy About a BHP Megadeal---for Now,"One way or another, some of mining giant Anglo American’s assets seem destined for new owners.",WSJ,https://www.wsj.com/articles/anglo-can-afford-to-be-coy-about-a-bhp-megadealfor-now-73e90240,2024-04-26 11:04:00+00,2024-04-26 20:03:04.085278+00
67dd7bc9b34a6109fa2cbdcc7164f6a5,The NFL Draft Just Went Crazy for Quarterbacks. Here's Why.,"Even though most young quarterbacks flop, a historic number of them went early in this year’s draft. The chance to solve football’s most important position with a bargain is too lucrative to pass up.",WSJ,https://www.wsj.com/articles/nfl-draft-2024-caleb-williams-michael-penix-jj-mccarthy-jayden-daniels-drake-maye-77b4bfab,2024-04-26 11:00:00+00,2024-04-26 20:03:04.095069+00
2de17d633142978a5409df1445ad538c,Basic Materials Roundup: Market Talk,"BASF, Fortescue and more in the latest Market Talks covering Basic Materials.",WSJ,https://www.wsj.com/articles/basic-materials-roundup-market-talk-14e6ab07,2024-04-26 12:08:00+00,2024-04-26 20:03:04.108326+00
2c636418747c17c4b1ff57474491e6bb,Financial Services Roundup: Market Talk,"Toronto-Dominion Bank, Capital One and more in the latest Market Talks covering Financial Services.",WSJ,https://www.wsj.com/articles/financial-services-roundup-market-talk-044bd66d,2024-04-26 12:04:00+00,2024-04-26 20:03:04.117325+00
6a32f494548efac4e664f3dab42ee3e4,Energy & Utilities Roundup: Market Talk,The latest Market Talks covering Energy and Utilities.,WSJ,https://www.wsj.com/articles/energy-utilities-roundup-market-talk-9e840f2f,2024-04-26 12:26:00+00,2024-04-26 20:03:04.125088+00
4ea0d711cb665715432ea9eab79c725a,Auto & Transport Roundup: Market Talk,"Aeroports de Paris, Michelin and more in the latest Market Talks covering the Auto and Transport sector.",WSJ,https://www.wsj.com/articles/auto-transport-roundup-market-talk-3c0d703c,2024-04-26 12:22:00+00,2024-04-26 20:03:04.133095+00
a7ebc94c4f73a9d7184ab627296ebc3c,"Tech, Media & Telecom Roundup: Market Talk","China Telecom, Bilibili and more in the latest Market Talks covering Technology, Media and Telecom.",WSJ,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c2ae6c7a,2024-04-26 12:11:00+00,2024-04-26 20:03:04.145372+00
963441ed749ba7bb4eca93eeda608765,College Protests Sweeping Across the U.S.: See Where They Are Happening,Pro-Palestinian demonstrations are increasing across U.S. university campuses. Hundreds of people have been arrested and graduation ceremonies are in question.,WSJ,https://www.wsj.com/articles/college-protests-sweeping-across-the-u-s-see-where-they-are-happening-e55c5544,2024-04-26 13:59:00+00,2024-04-26 20:03:04.155262+00
cb0895d8d4765ba68796755203f0d928,"Week Ahead for FX, Bonds: Focus on Fed Decision, U.S. Jobs Data and Weak Yen",The Fed’s monetary policy decision on Wednesday is likely to take center stage. Inflation figures will be watched from the eurozone and Asia.,WSJ,https://www.wsj.com/articles/week-ahead-for-fx-bonds-focus-on-fed-decision-u-s-jobs-data-and-weak-japanese-yen-126f357a,2024-04-26 14:38:00+00,2024-04-26 20:03:04.16487+00
301c5d4f729bf49b869e3b77cef8e8b0,Blinken Meets With Xi as U.S. Pressures China to End Support for Russia,Secretary of State Antony Blinken met with Chinese Leader Xi Jinping to discuss issues including China’s help for Russia’s arms industry and its military posture in the South China Sea.,WSJ,https://www.wsj.com/articles/blinken-meets-with-xi-as-u-s-pressures-china-to-end-support-for-russia-48ad07a7,2024-04-26 15:05:00+00,2024-04-26 20:03:04.175956+00
0595c6bbfcf5b7157fb068c828156bfd,Why China Is Holding Its Fire as U.S. Moves to Ban TikTok,"Chinese officials have been relatively muted in defense of the country’s most globally successful app, while quietly signaling that they would prefer a ban to a sale.",WSJ,https://www.wsj.com/articles/why-china-is-holding-its-fire-as-u-s-moves-to-ban-tiktok-38a63cdd,2024-04-26 14:52:00+00,2024-04-26 20:03:04.185086+00
7b15cab1af4113b49286dd23b7ff2fe0,King Charles to Resume Royal Work After Cancer Diagnosis,"Charles’s treatment for an undisclosed type of cancer will continue, but the king’s medical team is very encouraged by the progress made so far, the palace said.",WSJ,https://www.wsj.com/articles/king-charles-to-resume-royal-work-after-cancer-diagnosis-8d4507e4,2024-04-26 17:00:00+00,2024-04-26 20:03:04.197184+00
249e96122ce4b0ad1c00b0ea90984a80,Biden Administration Drops Plan to Ban Menthol Cigarettes,The administration is reversing course on its plan after the White House weighed the potential public-health benefits of banning minty smokes against the political risk of angering Black voters.,WSJ,https://www.wsj.com/articles/menthol-cigarette-ban-explained-0c41df7a,2024-04-26 18:01:00+00,2024-04-26 20:03:04.206204+00
acbd0412ad6fa3f2ce52b914e8e3bfba,"Haiti's Police, Outgunned and Outmanned, Struggle to Thwart Gangs","Haiti’s National Police, the last visible semblance of a state, have ceded control over most of the nation’s capital to vicious gangs",WSJ,https://www.wsj.com/articles/haitis-police-outgunned-and-outmanned-struggle-to-thwart-gangs-cf5bcd7f,2024-04-26 19:17:00+00,2024-04-26 20:03:04.216322+00
dcd1fd8ccf8968671bbc475ac7b2280a,Pentagon Announces Additional $6 Billion in Military Aid for Ukraine,The funds will allow Kyiv to purchase weapons directly from American defense companies.,NYT,https://www.nytimes.com/2024/04/26/us/politics/ukraine-military-aid.html,2024-04-26 21:09:23+00,2024-04-27 01:02:46.167734+00
2a70dcb57d4468c5fed150805641acfb,Hundreds more arrested across US in Gaza campus protests,Police clear student encampments in Boston and Los Angeles - and demonstrators clash with police in Austin.,BBC,https://www.bbc.co.uk/news/world-us-canada-68895250,2024-04-25 14:11:27+00,2024-04-26 14:02:51.190002+00
